	UD_Afrikaans	UD_Ancient_Greek-PROIEL	UD_Arabic	UD_Arabic-NYUAD	UD_Basque	UD_Belarusian	UD_Bulgarian	UD_Buryat	UD_Cantonese	UD_Catalan	UD_Chinese	UD_Chinese-CFL	UD_Chinese-HK	UD_Chinese-PUD	UD_Croatian	UD_Czech	UD_Czech-CAC	UD_Czech-CLTT	UD_Czech-FicTree	UD_Czech-PUD	UD_Danish	UD_Dutch	UD_Dutch-LassySmall	UD_English	UD_English-LinES	UD_English-PUD	UD_English-ParTUT	UD_Estonian	UD_Finnish	UD_Finnish-PUD	UD_French	UD_French-FTB	UD_French-ParTUT	UD_French-Sequoia	UD_Galician-TreeGal	UD_German	UD_German-PUD	UD_Gothic	UD_Hebrew	UD_Hindi	UD_Hindi-PUD	UD_Hungarian	UD_Italian	UD_Italian-PUD	UD_Italian-ParTUT	UD_Italian-PoSTWITA	UD_Japanese	UD_Japanese-PUD	UD_Kazakh	UD_Kurmanji	UD_Latin-ITTB	UD_Latin-PROIEL	UD_Lithuanian	UD_Marathi	UD_Naija	UD_Norwegian-Nynorsk	UD_Norwegian-NynorskLIA	UD_OldFrench-SRCMF	UD_Old_Church_Slavonic	UD_Persian	UD_Polish	UD_Portuguese	UD_Portuguese-BR	UD_Romanian	UD_Romanian-Nonstandard	UD_Russian	UD_Russian-PUD	UD_Russian-SynTagRus	UD_Serbian	UD_Slovak	UD_Slovenian	UD_Slovenian-SST	UD_Spanish	UD_Spanish-AnCora	UD_Swedish	UD_Swedish-LinES	UD_Swedish-PUD	UD_Tamil	UD_Turkish	UD_Ukrainian	UD_Upper_Sorbian	UD_Urdu	UD_Uyghur
UD_Chinese	0.21614545526493645	0.2881846631314743	0.9987626918326818	0.25618411379665773	0.8601579361681692	0.010257033074689503	0.004437049626879297	0.4667250391907253	0.15719792064833793	0.3525348466828946	0.0	0.1950166650715841	0.028891463416155894	0.06458088783590044	0.05404767187387216	0.030611792718771014	0.02392526701586095	0.007081747730383392	0.08680757580925758	0.013183416084712962	0.0010195785379942812	0.0835900879662187	0.052716588268937326	0.0008402332563761661	0.0002384845489856735	0.0013148183668716396	0.0009243682478839998	0.2082272944981184	0.23690873743613816	0.239867266518609	0.1381717126079295	0.06527082931038342	0.14256569514595363	0.07205569119362187	0.11068791052940219	0.10263377190329892	0.14422072136620312	0.5430735561296817	0.9283950441559268	0.44579241147879667	0.45789391757133924	0.3626337113609104	0.04400931543452746	0.005552595846998187	0.01413927984574792	0.09321476291966568	0.465237389850535	0.465237389850535	0.4640882084119252	0.9324795330386402	0.5369328824681223	0.4741110000145019	0.01956446619776031	0.4494363556185452	0.0021773427644388166	0.00016609297964764735	0.0030017089631779736	0.16026785354712858	0.7752121684897126	0.8166884446591269	0.36380203845305537	0.03947606499578882	0.038388811623054186	0.34802938355368607	0.6947619011999947	0.002132116429738873	0.00015868926231865643	0.006297644101162292	0.05968038795881059	0.1112646453056142	0.03146280305145144	0.054360524590271964	0.3117690959036268	0.23103850771375334	0.00033108671197668027	0.0005777065415140115	0.001368472860400538	0.4652566718805199	0.46297853357410335	0.05178860790334361	0.027911827021331215	0.4465181858987547	0.46452607260063705
UD_Chinese-CFL	0.23507685716190796	0.1870756466913608	0.5093265145770522	0.40654056232622393	0.42198343650333925	0.17362596873730052	0.195225726491694	0.17766347233917235	0.00269533362202401	0.5052315740559088	0.1950166650715841	0.0	0.09176602428251679	0.12781606598245787	0.09620355600353103	0.1716131615936699	0.15868759759359086	0.2069005370598297	0.125269577708793	0.1725138804886852	0.1911435899349725	0.24530044473897084	0.19826684565941066	0.19147328211747172	0.19254465554281996	0.19332726268454659	0.1935842113370838	0.16286773051950798	0.17814677004235024	0.17778884017559093	0.332601204629807	0.2656269683362459	0.3363973271928339	0.27259767390543355	0.30829632642481386	0.1501914282889426	0.15279359134179182	0.2358111747708994	0.986432241125643	0.14159354101038468	0.16692739738461881	0.09204253759759151	0.24564101791667325	0.20517647548684637	0.2153634071698367	0.29235673273506835	0.1830585411198853	0.1830585411198853	0.18274749160815484	0.5057357226120791	0.26044883762718296	0.2280023785885399	0.22126833939722002	0.16964142491438372	0.19346252303673306	0.19349717964463375	0.19897737797060722	0.3026468061549996	0.3697721359890901	0.9024353138297452	0.11937910497711601	0.23927299323146833	0.239228825300986	0.5125514402430424	0.716915058378873	0.17960285028004375	0.19624027478223394	0.19091121582310222	0.07835289093141795	0.10506057863138374	0.2002879404814386	0.23761936545346352	0.47835901418146953	0.39724313333823047	0.1925585150840543	0.19090491709172053	0.19331178219521594	0.18328283467832263	0.17575802616742653	0.10137556439669082	0.22997195356942124	0.1431165559092723	0.18303160632781668
UD_Chinese-HK	0.2008271165862886	0.2194011106531153	0.7741574542552979	0.31034650739577985	0.7443645878108576	0.030868905091891885	0.035801570711963104	0.37916673177509175	0.06384489082582168	0.4197150038567733	0.028891463416155894	0.09176602428251679	0.0	0.07610442524533945	0.02077114067695318	0.04610581520452972	0.03426706115842182	0.044044478475087856	0.06049017125900935	0.03267324049672593	0.03037918089856384	0.12043818727480016	0.07595687015863495	0.025928202278043155	0.027248402686804285	0.026587643751064594	0.026801871438373426	0.21372235023817254	0.24117234134355114	0.24257492932461777	0.19827427084345361	0.11673904656691447	0.20316617313387286	0.12485126614365105	0.16828325280751688	0.08542976896673371	0.11313722056580411	0.3861271244099975	0.9989885255469682	0.3487034904547286	0.36822608010598257	0.2792770426932347	0.09193080699941003	0.04163999154755482	0.054324490216717036	0.14882556690801396	0.3805851221598687	0.3805851221598687	0.3794268673835407	0.7850887220607216	0.39885983259949953	0.3459901264994816	0.06163390983253636	0.36581318814888675	0.0264265572267941	0.0277064030617995	0.036879232430921505	0.1989237797741754	0.5863770600192875	0.8897856524293619	0.2168654806100745	0.08559642520866328	0.08506666362341209	0.4191502732044162	0.7288668571916983	0.025379214162981167	0.03030636547430743	0.03584034302296735	0.011444708631258793	0.06473827751427774	0.06106884065948004	0.09588211463418905	0.38115600096546187	0.2904709605279482	0.027201440800017407	0.02672157069534753	0.02656708697721577	0.38080743548139817	0.37548824513759615	0.022502776611576958	0.07237379593742999	0.3495595340491766	0.3802321028189154
UD_Chinese-PUD	0.2770262989146741	0.3405720537048015	0.9958055590927691	0.31718905317459734	0.6561378375743385	0.07616952748582306	0.07068435024768271	0.3308938639870631	0.11118842149255304	0.40398589840888166	0.06458088783590044	0.12781606598245787	0.07610442524533945	0.0	0.1173826435524069	0.09745387889521484	0.09039914039898578	0.07343349979309499	0.15092763811726329	0.07975689156389165	0.06426960186736141	0.1493062134625247	0.11881133087503704	0.06451265977381737	0.06334623094099923	0.06476523780068122	0.06470338303372714	0.056187325728812465	0.06402931011956525	0.06378403349664064	0.20368636659559536	0.13259675761959844	0.2074168276472439	0.13916201880697787	0.17709467673366408	0.16488025898692682	0.20526540642074065	0.5780636714604597	0.9434702376498663	0.30336285475006597	0.32196442309205553	0.18875230524520947	0.11157072111186095	0.07197321652218946	0.08120670578483868	0.16006387371647945	0.3322885445052819	0.3322885445052819	0.3323779022846659	0.8597110983681333	0.5744366116123798	0.5156154245171142	0.08684549023918187	0.31086714135097115	0.06551324189085894	0.06364700297945003	0.06623315375611716	0.22478953400567758	0.7917238596163373	0.8474043141644516	0.40589950612729186	0.10698958284652882	0.10493233758073217	0.40303655629677515	0.7325782234149463	0.06756255258386601	0.0652415654975711	0.07208943916640964	0.12083411923529008	0.17328086824048916	0.09870250563131389	0.12154004717789013	0.3653296654748146	0.2909024608333869	0.06315047881787195	0.0617493655216349	0.06479094167940658	0.33200250822353927	0.3290606411568596	0.11543574461205086	0.09538129219904257	0.3056955604715865	0.33137888791617554
UD_Croatian	0.09883804086116044	0.11260062660819758	0.6937811347643124	0.20340922473884337	0.6365648851078415	0.027717737491039784	0.04267007966704783	0.2911307883165106	0.0710752052000414	0.29693917534786707	0.05404767187387216	0.09620355600353103	0.02077114067695318	0.1173826435524069	0.0	0.022083484111163232	0.01698495568922831	0.04747672923481017	0.011390500820289362	0.025658172129299772	0.047030147375730746	0.06628929042166243	0.03650268288321412	0.058138914698851685	0.05634946577654365	0.061017567563389385	0.059723616701775395	0.22362336023262364	0.2647327327456205	0.2706495386408255	0.12786818448882953	0.07565502206153796	0.1314280698619852	0.0805759659597618	0.10767224920538376	0.025025980396028547	0.03891740410047273	0.2794395106201035	0.8208921463187907	0.27392372933886033	0.28324252393744387	0.25016584551630505	0.06267068126525255	0.0475453618596795	0.04870537773832462	0.09513208668287443	0.2903280323467591	0.2903280323467591	0.2888011014762063	0.6332310994935519	0.276109277923694	0.22867052542324584	0.050567449058296354	0.28211959627431715	0.06347414285110231	0.05622757909030163	0.048281285945532715	0.11517402035957514	0.47292361607712574	0.7157987772559538	0.15433038522130604	0.05891302469627602	0.059521244375658866	0.2980511091693373	0.5526249121956317	0.037976710889410126	0.05220849635073099	0.03892475913957838	0.005428770126201687	0.013154249692094555	0.03659124632351396	0.05811375466497415	0.2672463579260955	0.19171080280864983	0.057082276759869655	0.05813860208717725	0.061183909340404186	0.2906346406802137	0.2873177974032819	0.00019349221029119068	0.05424410890454734	0.27356254519556655	0.29012352622834114
UD_Czech	0.08782858098614887	0.14803604279341886	0.8757547429939047	0.12963604396431538	0.6877524804912709	0.005486413135508128	0.013097456078832836	0.3257319345430749	0.14053891827598886	0.2078007148175881	0.030611792718771014	0.1716131615936699	0.04610581520452972	0.09745387889521484	0.022083484111163232	0.0	0.0009269039120920475	0.012156455874649197	0.021242906739176726	0.00366281273195157	0.021069368102079933	0.018685841398616843	0.004120293603479874	0.03961328954269894	0.035314364683788346	0.042812349983336384	0.04066967392633858	0.1924149883555013	0.23543151429880027	0.24339947007206109	0.05636001220425646	0.01796819989783216	0.05913603770383591	0.021022175641340235	0.04044427593789246	0.02408667513323426	0.04754930187636075	0.39445195198954264	0.7180738498161844	0.31899778399353895	0.32031375745286195	0.2884539948150254	0.010646633758810808	0.01356522021947526	0.008603803851058078	0.03111663758698291	0.3221726044595751	0.3221726044595751	0.3207138334069004	0.7201373851059962	0.3708192948313177	0.31550927997509925	0.007623648869465871	0.31364833559599226	0.04677909917831613	0.03463220995227978	0.017099887116731605	0.05991016388985182	0.6152305163343474	0.6123810780408332	0.26933619637827	0.009030698444105756	0.009265045336091071	0.20617502176813152	0.48303681401691867	0.01684215326418248	0.026969938099104973	0.010077268041835952	0.044052505310049894	0.040518380671467846	0.001848949334649963	0.009932848131501859	0.17796239629582844	0.1146628589737364	0.036314912726350346	0.03816548109283102	0.04308491149504423	0.32227834241373876	0.32202769741311466	0.01837076563865947	0.007664196155438119	0.3184544939328975	0.3216483014471998
UD_Czech-CAC	0.10047897240758108	0.15594135600127557	0.8649285640479041	0.1513257858491045	0.701003681573087	0.003092774419126698	0.010050361850164169	0.3349955467345509	0.12738970629727053	0.23456051874676065	0.02392526701586095	0.15868759759359086	0.03426706115842182	0.09039914039898578	0.01698495568922831	0.0009269039120920475	0.0	0.010397022563210179	0.022284637125135842	0.0018444309723798513	0.01606583103682846	0.027872995152532498	0.00890100643213032	0.031211873574431004	0.027729466155851257	0.03402896559768298	0.03222365216546563	0.1939415462121339	0.2350819231940734	0.24215099515220095	0.0714225465189614	0.02629857953026582	0.0745398577472216	0.030127055369977618	0.05328171463355491	0.0283916117903783	0.052994604247902144	0.39357926757069395	0.7585518045767341	0.3248617327280917	0.3287431221016569	0.28823100377204014	0.01629722693726221	0.011238356688016093	0.008894690073269707	0.04237052060243385	0.33208008036185577	0.33208008036185577	0.33064274295688045	0.7336665980277237	0.3749986844498192	0.31949188267087647	0.009153243156564184	0.3225979127419384	0.03739811682656291	0.027203108475388427	0.0135985847556499	0.07508604040211087	0.6133024716909654	0.6514986763200359	0.26060826477154164	0.01398263668933919	0.014099555371585581	0.23294106130152048	0.517459987044168	0.01181684024663876	0.021015955958409882	0.00754495775648667	0.034582542013966044	0.0398436687005681	0.004474141478956972	0.016472956177826847	0.20312917033856126	0.135400456857228	0.02857922961597803	0.030117948579945986	0.03425938215384472	0.33220405025913846	0.331246872975708	0.013999708146124501	0.010801250348937863	0.3245068235237105	0.3315740035900171
UD_Czech-CLTT	0.15935117899102713	0.23944656228491779	0.9981258667529583	0.18238146220240437	0.8015688879489069	0.00270495980872254	0.0004975076102842202	0.4170790670290564	0.17030305657388378	0.2666224673638701	0.007081747730383392	0.2069005370598297	0.044044478475087856	0.07343349979309499	0.04747672923481017	0.012156455874649197	0.010397022563210179	0.0	0.06254540163433897	0.0036872030116436028	0.0029178182900339023	0.0433811550691775	0.02372784013679996	0.012760107067789406	0.009885244748912503	0.014477227779473911	0.013106362416710926	0.19310956756552766	0.2283531649483025	0.23400501306946553	0.08401996557868452	0.029674081386011575	0.08750436284738472	0.03434835171715589	0.06265880968698778	0.06981824283919158	0.10641166764272614	0.5130371652318219	0.8104400248154491	0.4051190191528522	0.4103954780464927	0.34232685062203994	0.01592423933020304	9.3399589072507e-05	0.0012142131394745626	0.04955148991203173	0.41394029846325275	0.41394029846325275	0.41268145468285566	0.8671698182857028	0.49376836967464277	0.43194806477201886	0.003123275476282661	0.4011335427963595	0.01707886574680051	0.009397063178409715	0.0009060539636169818	0.1028427775413584	0.7479019665022737	0.701200820842122	0.3568043627499128	0.013233196238207623	0.012599183845753092	0.262568690063517	0.5857831905018638	0.003136158648906928	0.00512381810139384	0.0004963954804984017	0.06468662024548455	0.08973816364570952	0.009853634343658602	0.022672553284942	0.2304685353156608	0.16063028972114557	0.01043722159159044	0.011584887535115329	0.014653429460730782	0.41393908845330907	0.4133856892691734	0.04350115303922042	0.006923816735126209	0.4052576256169932	0.413218046284865
UD_Czech-FicTree	0.04392119205051315	0.06377995272026005	0.6825735399551347	0.12932075700341072	0.5616772920118981	0.04136162068341165	0.06150914266798169	0.23741885177742061	0.10287330297700681	0.2060143416667981	0.08680757580925758	0.125269577708793	0.06049017125900935	0.15092763811726329	0.011390500820289362	0.021242906739176726	0.022284637125135842	0.06254540163433897	0.0	0.03672250384619191	0.07324857547965224	0.03775496939526801	0.022214213579871966	0.09682066817286117	0.0922663536072943	0.10126823524133399	0.09877063835771394	0.2238824737779045	0.27270291628726573	0.2819028741341718	0.08155352681098238	0.05403655248724493	0.08389119053978378	0.056199007467687356	0.06959913380689164	0.002903640598637347	0.008896773354746479	0.24442228139781508	0.6767012216881501	0.23162541063351605	0.2323482357486123	0.23634250659988176	0.05086203130708844	0.064657687061764	0.056375766353481516	0.06287917973831936	0.23468082418477076	0.23468082418477076	0.23303323366432283	0.5458802316280253	0.2255092583061934	0.18121080187338368	0.05375791859677581	0.23070096560020426	0.10585526974789905	0.09164310953465937	0.0696190473046403	0.06322689129841752	0.4346733488817074	0.5772970243819339	0.1529414716366303	0.04945195693347415	0.0506898578048981	0.20796041247876074	0.4232764326584276	0.06274152201678185	0.08234597387767262	0.05528745302234417	0.0306342941722777	0.0037334229865251256	0.0324008801814023	0.04122122640942527	0.18316982476334775	0.12273870419470279	0.09357275848551905	0.09573860147258106	0.10158489501946977	0.23497252098475663	0.23374953262047016	0.009650825305768551	0.05160947915992642	0.2305015108335008	0.23449673439982555
UD_Czech-PUD	0.12601162063169258	0.19002871147908618	0.9147391461705525	0.16853692355052663	0.7448560941515846	0.00018569486549191438	0.0032912308006416424	0.36946138549800855	0.1389443849634392	0.25387083913734965	0.013183416084712962	0.1725138804886852	0.03267324049672593	0.07975689156389165	0.025658172129299772	0.00366281273195157	0.0018444309723798513	0.0036872030116436028	0.03672250384619191	0.0	0.007294689568004831	0.03485674906597325	0.014250887020845426	0.01932645163957669	0.016326165052971242	0.021594243748427555	0.020060284702285824	0.19262636930587773	0.2309443901350331	0.23719326192084167	0.07909156148886021	0.028163037316651263	0.08246513554264756	0.03257048785103245	0.058956574633757475	0.044290102828659195	0.07408566687613471	0.43991044984667405	0.7909894946537936	0.3575620288969742	0.3627735706915244	0.3085884727496897	0.015836248702177924	0.004060291716061926	0.003884487602101916	0.04666863658649034	0.3666412686543513	0.3666412686543513	0.3652777645441917	0.7907237497776956	0.42253234783691873	0.36432532119110017	0.005176111587954835	0.3555272890901261	0.024483422735222526	0.015860469639329855	0.005456074191929061	0.08886632804245997	0.6658306419557858	0.6824258591151652	0.2949981225167909	0.013156614082075135	0.012938824656632875	0.25127195937545066	0.5541607293074255	0.0048171065367087484	0.010868737858388045	0.0019385165553466033	0.041824669476891896	0.05765967483032253	0.005384598584001865	0.01891115896525586	0.22000628203196848	0.14996298305975775	0.017013391058438798	0.01830657022355142	0.02179078150009839	0.3667211449824803	0.3657122115217728	0.022488709985497235	0.008171680925771474	0.35745897899532697	0.3660533171053584
UD_Danish	0.19068693004538406	0.2636529850028515	0.988235795027789	0.22732380498365956	0.8288335084406382	0.005169127998409739	0.0012487624779597972	0.4394970214996232	0.1543574951469141	0.3197407455750819	0.0010195785379942812	0.1911435899349725	0.03037918089856384	0.06426960186736141	0.047030147375730746	0.021069368102079933	0.01606583103682846	0.0029178182900339023	0.07324857547965224	0.007294689568004831	0.0	0.06661198785134603	0.039439539334537144	0.0035917834491226985	0.0021702337375938408	0.004565243661286855	0.003817070149356949	0.19771009911477666	0.22879965837064864	0.23272643429793327	0.11694901463938767	0.050730458877460194	0.12101535684233111	0.056765008220090896	0.09167600476316673	0.08614810581370058	0.1252743859428871	0.522695314942538	0.8848823811193663	0.4215205985421986	0.4313836488549767	0.3463572566213672	0.032197788623711365	0.001985101406662748	0.007847648030623433	0.075776250544065	0.43751659244808516	0.43751659244808516	0.4363334963650929	0.898847496245633	0.512230504607791	0.45006293796339636	0.011992050072325622	0.42282071915321395	0.006070596273493045	0.0019616687642735053	0.0006166134181635474	0.1368471765619761	0.7551369830092379	0.7740163938872546	0.35238077292643677	0.028292730721390713	0.027394709360397895	0.31561708417017575	0.652499340842864	0.00050985912230328	0.00040519318403064997	0.0022922799721429854	0.05655416573161054	0.09793576134303417	0.021324643297738755	0.040868424037924456	0.2807663953961329	0.20365052204291434	0.0024351048423199018	0.0029867782727683867	0.004663844055822874	0.4375335850669132	0.43578226252297714	0.04426932717528942	0.018685282039851425	0.422041489674586	0.4368122662436229
UD_Dutch	0.05039040330726885	0.12929441841897915	0.9214208208492498	0.05212560630666141	0.6298357820271594	0.03928206955114444	0.04999787247665444	0.2951494409283839	0.21634172113201477	0.10582221491713861	0.0835900879662187	0.24530044473897084	0.12043818727480016	0.1493062134625247	0.06628929042166243	0.018685841398616843	0.027872995152532498	0.0433811550691775	0.03775496939526801	0.03485674906597325	0.06661198785134603	0.0	0.005408451132872361	0.10007656191143255	0.0922106601843411	0.10494514522390275	0.10133514974961921	0.20242888586978902	0.25285571268002505	0.26466984007795724	0.010783967095861713	0.003610999521180158	0.01195702553883271	0.0031126722892501624	0.005269273424891696	0.02594462852453583	0.04331172883385992	0.4076110044523702	0.5423534713224498	0.30370848115350535	0.29358335548739434	0.3016844471932749	0.00853472836974789	0.04731425946893497	0.030681277155236164	0.003292961711353848	0.288841599402862	0.288841599402862	0.28732536494678473	0.6602186700100443	0.3620767902602309	0.30918348825881126	0.024145925310185	0.2848514282088894	0.11151167978470988	0.090852561857233	0.05602720254227411	0.013136099715487015	0.6273130035101417	0.44534479730413334	0.32128440604308595	0.010079690931575236	0.010851880889142795	0.10433709672569436	0.3391482229947468	0.062420647366194015	0.07673688994504069	0.04465041491678068	0.10721390365932992	0.06383080751514802	0.013170389874067268	0.0036122704416088336	0.08395792634284771	0.041949936973639246	0.09386880532645281	0.09706514998920057	0.10540102612244784	0.2888658018791157	0.2917431860113098	0.05946487012269386	0.016946583370597956	0.30233496501804424	0.28825469542219995
UD_Dutch-LassySmall	0.06287816540952096	0.12997161324541273	0.8860056251703861	0.08860130201824346	0.6515051880764253	0.017442856588879785	0.027210119398455967	0.30230504297213157	0.16853069214712413	0.15573240579095127	0.052716588268937326	0.19826684565941066	0.07595687015863495	0.11881133087503704	0.03650268288321412	0.004120293603479874	0.00890100643213032	0.02372784013679996	0.022214213579871966	0.014250887020845426	0.039439539334537144	0.005408451132872361	0.0	0.06530475925592305	0.05930488891640506	0.06936510284598307	0.06650931075535527	0.19337936820565282	0.24033082247216386	0.250189361104871	0.031118617013816796	0.007608420516011627	0.03313957734967832	0.008979540633394234	0.020161342618980616	0.018252480244198344	0.03808719361086499	0.38914344178947113	0.6324936787107409	0.3026724430219525	0.2986651241085454	0.2869719497952943	0.006162008105013439	0.026357155160319667	0.015761590041535656	0.014338824039670461	0.297499841566787	0.297499841566787	0.29600020913025704	0.6810794796085529	0.355438887717185	0.3015233201423724	0.012104636506152011	0.29125496058627554	0.07459763053782542	0.0583086566683666	0.03238625744489876	0.032968237611064155	0.6090466200867939	0.5306043497954482	0.2831429391185173	0.006017997366875694	0.00655365902324756	0.15436505309253856	0.4099787205859108	0.034878782277926956	0.04751717308777492	0.02291755334245027	0.06726995082552267	0.04393635439644128	0.003048822036824994	0.0030106708570831753	0.12980578941596965	0.07621230990751438	0.06063253485867115	0.06313095609639885	0.06972682179260414	0.2975770075781847	0.2987263391092577	0.0314257998429569	0.008661216674554661	0.30171473927087544	0.296960607291463
UD_English	0.23683125358212553	0.3050203752387033	0.9948504844981657	0.2836955349137572	0.8781841855878069	0.01578294350096643	0.008974578804947009	0.4832850779334198	0.15350528055479795	0.3840619753640018	0.0008402332563761661	0.19147328211747172	0.025928202278043155	0.06451265977381737	0.058138914698851685	0.03961328954269894	0.031211873574431004	0.012760107067789406	0.09682066817286117	0.01932645163957669	0.0035917834491226985	0.10007656191143255	0.06530475925592305	0.0	0.00019220872820069346	6.364533758240754e-05	1.1083296727720793e-05	0.21574704181224935	0.2421726133996478	0.24420283498633888	0.15957411441045888	0.08054018103262717	0.16426865167292581	0.08803318402932747	0.13008189593187547	0.11561884522453292	0.15849876514457528	0.5513883906358696	0.9691086457020105	0.45925906818128603	0.47372521112830357	0.36985019191951085	0.05677283030595248	0.010679214998759456	0.02180032209979721	0.11116742050852901	0.4824002674775064	0.4824002674775064	0.481288857283935	0.95178028642005	0.5499755043663397	0.48717097789907915	0.02841460161471787	0.46567334460471965	0.00032659381000099685	0.0002675745852791511	0.006980187431279039	0.1823051757888936	0.7814197846478371	0.8569133460590768	0.36512083436721887	0.051606172528507965	0.050382729935787296	0.3794862508629012	0.7324302625620113	0.0048832786281506335	0.001725011426867873	0.011416477037634931	0.059632719764026065	0.11993150599504221	0.041770141112511316	0.06817687032852471	0.3419120038453298	0.25758849633978653	0.00012957133511426466	6.467845402091665e-05	7.505922573691759e-05	0.48243046854706184	0.4795298305484248	0.0565300598452364	0.03829526268501371	0.46017835269258156	0.48170141046059234
UD_English-LinES	0.22730535906116933	0.2975205358084264	0.9977425467191066	0.27067756167928003	0.8685077908898651	0.013057086948092822	0.00665583776922718	0.47449512861258325	0.15475680171748452	0.36908808610875854	0.0002384845489856735	0.19254465554281996	0.027248402686804285	0.06334623094099923	0.05634946577654365	0.035314364683788346	0.027729466155851257	0.009885244748912503	0.0922663536072943	0.016326165052971242	0.0021702337375938408	0.0922106601843411	0.05930488891640506	0.00019220872820069346	0.0	0.00044473597291616596	0.00023443461689165446	0.2104121152584174	0.23773277314296437	0.24017720302987045	0.14933749626254234	0.07317222234835496	0.15388664913619954	0.08033127648535898	0.12078344318344425	0.10962957915333649	0.15199069314412916	0.548297140984276	0.9498863648017938	0.45188645140513517	0.46527860430155576	0.36499858040092525	0.05057802596811867	0.008065240555693132	0.01799685895126013	0.10254284399080804	0.4733392621676089	0.4733392621676089	0.4722202571035218	0.942840748332543	0.5446079385823834	0.4817419121285986	0.02405334457998143	0.45698023991014336	0.0009914926970510107	7.127810829565817e-06	0.004882680403902606	0.171882777203771	0.7794516912002902	0.8379713235129972	0.36518826001766025	0.04571192542228686	0.04454015485255414	0.3645536775933378	0.7148541480542538	0.003427693839702317	0.0007833723474364174	0.00883311751080551	0.05982875396354281	0.11610002113992635	0.03679809195657879	0.06152611959155563	0.32756472479105514	0.24496703138507092	7.92160450169277e-06	7.762082793527636e-05	0.00047597883548766706	0.47336076782689196	0.4707577627365329	0.05441956813157478	0.03321502475571447	0.45272927174807254	0.4726306987124017
UD_English-PUD	0.24407866108744602	0.3123250572101932	0.9990407752498459	0.2912815644850846	0.8859005214792373	0.017841377105735523	0.010488359432595074	0.490357706500577	0.15515957701830807	0.3924331234239926	0.0013148183668716396	0.19332726268454659	0.026587643751064594	0.06476523780068122	0.061017567563389385	0.042812349983336384	0.03402896559768298	0.014477227779473911	0.10126823524133399	0.021594243748427555	0.004565243661286855	0.10494514522390275	0.06936510284598307	6.364533758240754e-05	0.00044473597291616596	0.0	3.441000900228364e-05	0.21807195017757874	0.2437843504560373	0.24556602624020663	0.165305400497067	0.08471653938190193	0.17007231909652076	0.09238240490996374	0.13529980567571553	0.12071459956185504	0.16427501742087047	0.5580316049787966	0.9796005690240693	0.4656404350904666	0.4806382832262458	0.37403420684581445	0.06030664728390478	0.012254772314735152	0.02402550626949329	0.11601914085192111	0.4895907271151577	0.4895907271151577	0.4884946609534767	0.9608970493253635	0.5575826401015187	0.4946031644693797	0.030944214881202692	0.4725625358266874	0.00010846531678687654	0.0005522803192163916	0.008261744845156294	0.18871738480586764	0.7879773769651777	0.8673233672154271	0.36960160749413495	0.05499825203931252	0.05371952087064891	0.3877546946387209	0.7431211723995775	0.006060194249067452	0.0023862650625560144	0.01314373383412637	0.06163007221543304	0.12443790424238954	0.045020503855464855	0.07216709845527847	0.34985563098657846	0.2647796242260658	0.00033856964240508436	0.0001943014858425407	5.368902805669151e-07	0.48961856000442827	0.48660578074324745	0.05950898767620383	0.04121707886555426	0.46661745665606336	0.4888870707639752
UD_English-ParTUT	0.2394289369721112	0.3083031773335997	0.9989990496861066	0.28548228627231775	0.8819598617157421	0.016440916077614887	0.009333793738179774	0.48664033108714133	0.15544571399640672	0.38588150130653787	0.0009243682478839998	0.1935842113370838	0.026801871438373426	0.06470338303372714	0.059723616701775395	0.04066967392633858	0.03222365216546563	0.013106362416710926	0.09877063835771394	0.020060284702285824	0.003817070149356949	0.10133514974961921	0.06650931075535527	1.1083296727720793e-05	0.00023443461689165446	3.441000900228364e-05	0.0	0.21656443927770774	0.2427806282966396	0.24475561572336113	0.1607709364825457	0.08141030455895626	0.16547899009750766	0.08893526322279033	0.13116751166263707	0.1176377321620713	0.1608861572254685	0.5555350775643325	0.9713299736391237	0.46253741224464995	0.4770631104249191	0.3723165447105974	0.05750487949287886	0.010995320643347517	0.022253508877899564	0.112175561137413	0.4857540146224115	0.4857540146224115	0.48464793150732544	0.9563917213035822	0.5541660944500508	0.4912008332811806	0.02893205013763045	0.46892780236028997	0.0002645321727799965	0.00031258984819282354	0.007237712557344733	0.18397448763004842	0.7858792500567295	0.8591156025374134	0.3685528203726849	0.05232087704797639	0.05107391203745548	0.3812265965327881	0.7352589423126206	0.00524820047545449	0.0018482929350398525	0.011861865651592085	0.06114758242835683	0.12215257662917522	0.042658926759060245	0.06912381153323721	0.34358906510807097	0.2591972726323789	0.00016060094167424932	8.109073562512226e-05	4.3537380012392823e-05	0.48578080227643927	0.48288680361228764	0.05809359009073667	0.038895522955474715	0.46347231465347527	0.485049261219598
